,Country,City,Latitude,Longitude,elevation
3084,HUN,Zala,46.6713343,16.8894692,
2931,HUN,Vas,47.1371935,16.780898,
2945,HUN,Veszprém,47.0933824,17.9080406,
473,HUN,Bács-Kiskun,46.5809294,19.5128532,
317,HUN,Baranya,45.9714436,18.1669246,
425,HUN,Borsod-Abaúj-Zemplén,48.2397936,21.1353474,
691,HUN,Csongrád-Csanád,46.4515164,20.2277606,
2811,HUN,Tolna,46.4883447,18.5050005,
896,HUN,Fejér,47.0939434,18.6088562,
3015,IDN,West Sumatra,-0.5827529,100.6133379,
309,IDN,Bangka-Belitung Islands,-2.7052886,106.3585607,
3014,IDN,West Sulawesi,-2.4974546,119.3918955,
2074,IDN,Papua,-2.4749149,138.08485,
313,IDN,Banten,-6.4453801,106.1375586,
1196,IDN,Jakarta Special Capital Region,-6.1726007,106.8785732,
296,IDN,Bali,-8.2271303,115.1919203,
3009,IDN,West Nusa Tenggara,-8.7892855,117.146169,
46,IDN,Aceh,4.3685491,97.0253024,
3010,IDN,West Papua,-2.8553556,133.4738171,
567,IDN,Central Java,-7.3032412,110.0044145,
1201,IDN,Jambi,-1.7069965,102.7140041,
2646,IDN,Special Region of Yogyakarta,-7.9778384,110.3672257,
573,IDN,Central Sulawesi,-1.6937786,120.8088555,
362,IDN,Bengkulu,-4.0035184,101.8393474,
568,IDN,Central Kalimantan,-1.499583,113.2903307,
3005,IDN,West Kalimantan,-0.1322387,111.0968901,
1940,IDN,North Sumatra,2.1923519,99.3812201,
1928,IDN,North Kalimantan,3.0235817,116.2049306,
2627,IDN,South Sulawesi,-3.6446718,119.9471906,
990,IDN,Gorontalo,0.7186174,122.4555927,
2628,IDN,South Sumatra,-3.2193103,104.4075059,
823,IDN,East Nusa Tenggara,-8.5656787,120.6978581,
2617,IDN,South Kalimantan,-2.9285686,115.3700718,
2632,IDN,Southeast Sulawesi,-3.5491199,121.7279646,
820,IDN,East Kalimantan,0.7884397,116.2419977,
1473,IDN,Lampung,-4.8555039,105.0272986,
819,IDN,East Java,-7.6977397,112.4914199,
2314,IDN,Riau Islands,-0.1547846,104.5803745,
2313,IDN,Riau,1.0498079,101.6548433,
1934,IDN,North Maluku,0.6301215,127.9720219,
1605,IDN,Maluku,-3.4593849,126.656549,
3004,IDN,West Java,-6.8891904,107.6404716,
1939,IDN,North Sulawesi,0.6555692,124.090151,
729,IND,Delhi,28.6328027,77.2197713,
1292,IND,Karn?taka,,,
3000,IND,West Bengal,22.9964948,87.6855882,
595,IND,Chand?garh,31.8273437,76.2040168,
213,IND,Arun?chal Pradesh,,,
377,IND,Bih?r,,,
1320,IND,Kerala,10.3528744,76.5120396,
1459,IND,Lad?kh,24.9300449,81.6939122,
704,IND,D?dra and Nagar Haveli and Dam?n and Diu,,,
1469,IND,Lakshadweep,10.3337313,72.9205386,
2249,IND,R?jasth?n,,,
1621,IND,Manipur,24.7208818,93.9229386,
2552,IND,Sikkim,27.601029,88.4541364,
1070,IND,Hary?na,,,
220,IND,Assam,26.4073841,93.2551303,
2729,IND,Tamil N?du,9.9565866,78.1544807,
982,IND,Goa,15.3004543,74.0855134,
606,IND,Chhatt?sgarh,,,
1997,IND,Odisha,20.5431241,84.6897321,
159,IND,Andhra Pradesh,15.9240905,80.1863809,
158,IND,Andaman and Nicobar Islands,12.6112387,92.8316541,
1720,IND,Mizoram,23.2146169,92.8687612,
1213,IND,Jh?rkhand,,,
2896,IND,Uttar?khand,26.8577354,80.9760319,
1681,IND,Megh?laya,,,
1203,IND,Jammu and Kashm?r,,,
2206,IND,Puducherry,10.9156489,79.8069488,
1101,IND,Him?chal Pradesh,,,
2835,IND,Tripura,23.7750823,91.7025091,
1796,IND,N?g?land,26.1630556,94.5884911,
1586,IND,Mah?r?shtra,,,
2895,IND,Uttar Pradesh,27.1303344,80.859666,
1575,IND,Madhya Pradesh,23.8143419,77.5340719,
2761,IND,Telang?na,31.9783561,77.008026,
1030,IND,Gujar?t,24.8631947,80.3420832,
1779,IRL,Munster,52.3076216,-8.5708973,
673,IRL,Connacht,53.7210278,-8.925256,
2874,IRL,Ulster,54.0934659,-7.1989794,
1484,IRL,Leinster,53.118465,-6.9918183,
127,IRN,Alborz,,,
971,IRN,Gilan,,,
2620,IRN,South Khorasan,,,
469,IRN,Bushehr,,,
3089,IRN,Zanjan,,,
1375,IRN,Kohgiluyeh and Boyer-Ahmad,,,
891,IRN,Fars,35.297447,46.9996932,
1324,IRN,Kermanshah,,,
2225,IRN,Qazvin,,,
985,IRN,Golestan,,,
2998,IRN,West Azerbaijan,,,
2230,IRN,Qom,,,
1150,IRN,Ilam,,,
815,IRN,East Azerbaijan,,,
1931,IRN,North Khorasan,,,
2271,IRN,Razavi Khorasan,,,
591,IRN,Chaharmahal and Bakhtiari,,,
198,IRN,Ardabil,,,
1413,IRN,Kurdistan,35.297447,46.9996932,
1639,IRN,Markazi,,,
3062,IRN,Yazd,,,
1675,IRN,Mazandaran,,,
2758,IRN,Tehran,,,
2515,IRN,Semnan,,,
1114,IRN,Hormozgan,,,
1345,IRN,Khuzestan,,,
1526,IRN,Lorestan,,,
2568,IRN,Sistan and Baluchestan,,,
1323,IRN,Kerman,,,
1173,IRN,Isfahan,,,
1062,IRN,Hamadan,,,
281,IRQ,Baghdad,33.3061701,44.3872213,
1288,IRQ,Karbala,32.5984057,44.0157931,
861,IRQ,Erbil,36.1911744,44.0094145,
2994,IRQ,Wasit,32.6944827,45.6848009,
2424,IRQ,Salah al-Din,34.376222,43.6446504,
1885,IRQ,Ninawa,36.0367935,42.3168623,
276,IRQ,Babil,32.6319335,44.5629362,
151,IRQ,An-Najaf,32.0010227,44.3299926,
115,IRQ,Al-Basrah,30.4952371,47.8090981,
753,IRQ,Dhi Qar,31.2857941,46.3068347,
114,IRQ,Al-Anbar,32.7889443,41.6093983,
778,IRQ,Diyala,34.0228719,45.1046224,
117,IRQ,Al-Muthanna,30.5923739,45.2916041,
120,IRQ,Al-Sulaimaniyah,,,
1674,IRQ,Maysan,32.0182542,47.0695957,
118,IRQ,Al-Qadisiyah,31.9599617,45.1197814,
1361,IRQ,Kirkuk,35.4719308,44.3953896,
787,IRQ,Dohuk,36.8542598,42.9924528,
535,ISL,Capital Region,64.1727138,-21.5667575,
2641,ISL,Southern Region,64.1292448,-18.7121704,
1966,ISL,Northwestern Region,65.4622189,-19.8471016,
1949,ISL,Northeastern Region,65.4735997,-17.4433339,
2638,ISL,Southern Peninsula,63.9415014,-22.2018627,
3029,ISL,Westfjords,65.9082049,-21.8078883,
1055,ISR,Haifa,32.8191218,34.9983856,
2760,ISR,Tel Aviv,32.0852997,34.7818064,
1211,ISR,Jerusalem District,31.7428254,35.064069,
1955,ISR,Northern District,32.711204,35.30227,
2663,ITA,Sud,45.3895321,10.9818382,
1180,ITA,Isole,44.4457164,8.1318755,
583,ITA,Centro,45.0688914,7.6823806,
1903,ITA,Nord-Ovest,45.477417,10.9736252,
1900,ITA,Nord-Est,45.4892903,11.048077,
1064,JAM,Hanover,18.3850653,-78.130993,
2385,JAM,Saint Elizabeth,18.053845,-77.7828249,
2383,JAM,Saint Catherine,18.0471737,-77.0333852,
1612,JAM,Manchester,18.0499257,-77.5110143,
2381,JAM,Saint Ann,18.32993,-77.2541816,
2168,JAM,Portland,18.1268206,-76.5374012,
1356,JAM,Kingston,17.9712148,-76.7928128,
2831,JAM,Trelawny,18.3682128,-77.6043615,
3030,JAM,Westmoreland,18.2104026,-77.9793211,
652,JAM,Clarendon,17.9518525,-77.2719277,
1210,JOR,Jerash,32.278448,35.8896803,
1567,JOR,Ma'an,30.2,35.7333329,
1573,JOR,Madaba,31.7165941,35.7943856,
1169,JOR,Irbid,32.4010093,35.5607928,
3095,JOR,Zarqa,32.0668425,36.0885771,
300,JOR,Balqa,32.4010093,35.5607928,
1582,JOR,Mafraq,32.5386102,38.1307328,
145,JOR,Amman,31.9515694,35.9239625,
1285,JOR,Karak,31.1257036,35.824704,
81,JOR,Ajloun,32.3323294,35.7520522,
190,JOR,Aqaba,29.5266483,35.0075433,
2710,JOR,Tafilah,30.833333,35.5999999,
185,JPN,Aomori,40.886943,140.590121,
3054,JPN,Yamanashi,35.6399328,138.6380495,
1033,JPN,Gunma,36.52198,139.033483,
70,JPN,Aichi Prefecture,34.9991645,137.254574,
2534,JPN,Shimane,34.9418212,132.537439,
1408,JPN,Kumamoto,32.6450475,130.6341345,
2009,JPN,Okinawa Prefecture,26.5707754,128.0255901,
2008,JPN,Okayama Prefecture,34.8581334,133.7759256,
2007,JPN,Oita,33.2393864,131.6096524,
1248,JPN,Kagoshima Prefecture,31.521587,130.5474077,
2533,JPN,Shiga,35.247154,136.109385,
1428,JPN,Kyoto Prefecture,35.242552,135.454601,
1717,JPN,Miyagi,38.3880155,140.9761025,
1718,JPN,Miyazaki Prefecture,32.097681,131.294542,
2377,JPN,Saga Prefecture,33.2185408,130.1296585,
838,JPN,Ehime Prefecture,33.6013646,132.8185275,
970,JPN,Gifu Prefecture,35.7867449,137.0460777,
1701,JPN,Mie Prefecture,34.7339685,136.5154489,
1246,JPN,Kagawa Prefecture,34.2480104,134.0586579,
1268,JPN,Kanagawa,35.4342935,139.374753,
3052,JPN,Yamaguchi,34.2379614,131.5873845,
2418,JPN,Saitama,35.9754168,139.4160114,
1141,JPN,Ibaraki,36.2869536,140.4703384,
1881,JPN,Niigata,37.6452283,138.7669125,
1174,JPN,Ishikawa Prefecture,36.9890574,136.8162839,
1830,JPN,Nara Prefecture,34.2963089,135.8816819,
1129,JPN,Hyogo Prefecture,34.914934,134.860666,
2819,JPN,Tottori Prefecture,35.3555075,133.8678525,
2808,JPN,Tokyo,35.6768601,139.7638947,
83,JPN,Akita,39.6898802,140.342608,
2807,JPN,Tokushima Prefecture,33.9196418,134.2509634,
2804,JPN,Tochigi,36.6782167,139.8096549,
1188,JPN,Iwate,39.5713763,141.4253574,
2820,JPN,Toyama,36.6468015,137.2183531,
1103,JPN,Hiroshima,34.3917241,132.4517589,
1108,JPN,Hokkaido,43.4519831,142.8197834,
918,JPN,Fukuoka Prefecture,33.6251241,130.6180016,
1372,JPN,Kochi Prefecture,33.6569018,133.5606241,
1805,JPN,Nagasaki Prefecture,33.1154683,129.7874339,
1804,JPN,Nagano,36.1143945,138.0319015,
2034,JPN,Osaka Prefecture,34.6198813,135.490357,
917,JPN,Fukui Prefecture,35.9263502,136.6068127,
612,JPN,Chiba,35.549399,140.2647303,
2985,JPN,Wakayama Prefecture,33.8070292,135.5930743,
919,JPN,Fukushima,37.760777,140.4745807,
3051,JPN,Yamagata,38.4746705,140.083237,
2538,JPN,Shizuoka,34.9332488,138.0955398,
135,KAZ,Almaty Region,43.6136955,77.1358136,
221,KAZ,Astana,51.1159933,71.4677059,
2619,KAZ,South Kazakhstan Region,42.3210933,69.5902359,
1431,KAZ,Kyzylorda Region,45.2058853,63.9155202,
2087,KAZ,Pavlodar Region,51.8111545,76.4285287,
236,KAZ,Atyrau Region,47.6605827,50.806203,
1284,KAZ,Karaganda Region,49.1767322,74.1811272,
821,KAZ,East Kazakhstan Region,49.097376,84.7657817,
134,KAZ,Almaty,43.2363924,76.9457275,
1930,KAZ,North Kazakhstan Region,53.9797171,69.0450902,
1388,KAZ,Kostanay Region,52.0615626,62.9372689,
1202,KAZ,Jambyl Region,44.4168463,72.134166,
1617,KAZ,Mangystau Region,43.7362452,53.1681252,
84,KAZ,Akmola Region,51.8742347,69.8582132,
86,KAZ,Aktobe Region,48.2552772,59.4499172,
3006,KAZ,West Kazakhstan Region,49.5568479,50.2227409,
1322,KEN,Kericho,-0.3209968,35.2261276,
1833,KEN,Narok,-1.2779366,35.4774228,
1420,KEN,Kwale,-4.1836067,39.105095,
1467,KEN,Laikipia,0.2858452,36.8257711,
2436,KEN,Samburu,1.5394463,36.942166,
2716,KEN,Taita Taveta,-3.4178355,38.3670676,
1702,KEN,Migori,-1.0192237,34.3095427,
2824,KEN,Trans Nzoia,1.0454582,34.979044,
1571,KEN,Machakos,-1.2790047,37.3952698,
2984,KEN,Wajir,1.9235406,40.0274064,
1982,KEN,Nyandarua,-0.3917064,36.4977397,
412,KEN,Bomet,-0.7196054,35.2399625,
1614,KEN,Mandera,3.2285332,40.7056153,
1981,KEN,Nyamira,-0.6517907,34.934167,
2544,KEN,Siaya,-0.0604013,34.200135,
1690,KEN,Meru,0.2254509,37.7772624,
3011,KEN,West Pokot,1.8798608,35.210613,
944,KEN,Garissa,-0.5236333,40.3564053,
1474,KEN,Lamu,-2.2675396,40.9010641,
1984,KEN,Nyeri,-0.4192962,36.9517005,
1597,KEN,Makueni,-2.257093,37.8771715,
1348,KEN,Kiambu,-1.036395,36.8431312,
1352,KEN,Kilifi,-3.1507392,39.6750716,
1806,KEN,Nairobi,-1.3026148,36.828842,
1815,KEN,Nakuru,-0.2802724,36.0712048,
1644,KEN,Marsabit,2.8579583,37.7154892,
1367,KEN,Kitui,-1.5642219,38.3728116,
1366,KEN,Kisumu,-0.1029109,34.7541761,
1365,KEN,Kisii,-0.7389425,34.7539855,
1110,KEN,Homa Bay,-0.5639601,34.3187819,
2865,KEN,Uasin Gishu,0.4771938,35.3050597,
2952,KEN,Vihiga,0.0819284,34.7084197,
1359,KEN,Kirinyaga,-0.468878,37.3027681,
460,KEN,Bungoma,0.7829245,34.7191681,
2775,KEN,Tharaka,-0.3,38.0166,
322,KEN,Baringo,0.71401,36.0172739,
1253,KEN,Kakamega,0.4957104,34.8015489,
1252,KEN,Kajiado,-2.121717,36.786255,
2853,KEN,Turkana,3.5258945,36.0742949,
2730,KEN,Tana River,-1.5365119,39.5508374,
851,KEN,Elgeyo-Marakwet,0.7422192,35.5618083,
1727,KEN,Mombasa,-4.05052,39.667169,
852,KEN,Embu,-0.5359479,37.6652884,
1826,KEN,Nandi,0.2253933,35.1244929,
1782,KEN,Murang'a,-0.8317087,37.0049216,
470,KEN,Busia,0.3712048,34.2647952,
1175,KEN,Isiolo,1.0060601,38.7478954,
640,KGZ,Chuy Region,42.5550236,74.621991,
333,KGZ,Batken Region,39.8661193,71.5761465,
1834,KGZ,Naryn Region,41.3670658,75.9931838,
2035,KGZ,Osh Region,40.1621814,73.3667068,
1182,KGZ,Issyk-Kul Region,42.0614481,78.1619972,
2723,KGZ,Talas Region,42.4406777,72.1408556,
1197,KGZ,Jalal-Abad Region,41.5107353,73.2283479,
2121,KHM,Phnom Penh,11.5730391,104.857807,
1995,KHM,Oddar Meanchey,14.1585631,103.782796,
2176,KHM,Preah Sihanouk,10.6220485,103.5223365,
2721,KHM,Takeo,10.9358547,104.7796413,
1374,KHM,Koh Kong,11.6813417,103.0258043,
2177,KHM,Preah Vihear,13.7462982,104.97403,
1263,KHM,Kampong Cham,12.1174857,105.2080022,
2064,KHM,Pailin,12.8905328,102.6294604,
314,KHM,Bantey Meanchey,13.7989147,102.8862666,
2678,KHM,Svay Rieng,11.1950081,105.7967967,
2179,KHM,Prey Veng,11.3659597,105.4557277,
2658,KHM,Stung Treng,13.852468,106.0889849,
2267,KHM,Ratanakiri Province,,,
2757,KHM,Tbong Khmum,11.9505744,105.8244541,
336,KHM,Battambang,12.9256791,103.2317136,
1318,KHM,Kep,10.4021539,104.2650618,
1401,KHM,Kratie,12.6783017,106.0581733,
1732,KHM,Mondulkiri,12.7396075,107.0087987,
2213,KHM,Pursat,12.4662592,103.742683,
1267,KHM,Kampot,10.6314754,104.132637,
1266,KHM,Kampong Thom,12.6687923,104.8879197,
1271,KHM,Kandal,11.3962625,105.0207869,
1265,KHM,Kampong Speu,11.5775368,104.2714023,
1264,KHM,Kampong Chhnang,12.1382025,104.3354098,
2548,KHM,Siem Reap,13.3617562,103.8590321,
1510,KIR,Line Islands,1.8709602,-157.4351585,
2122,KIR,Phoenix Islands,-4.4530439,-171.2468814,
972,KIR,Gilbert Islands,-1.2394556,175.2969455,
2404,KNA,Saint Mary Cayon,17.3477534,-62.7386621,
2408,KNA,Saint Paul Capisterre,17.3949059,-62.835829,
2409,KNA,Saint Paul Charlestown,17.139871,-62.61629,
2387,KNA,Saint George Basseterre,17.2391544,-62.6424082,
2834,KNA,Trinity Palmetto Point,17.3145143,-62.7685145,
2382,KNA,Saint Anne Sandy Point,17.3694829,-62.8370586,
2393,KNA,Saint John Figtree,17.1130194,-62.5997933,
2392,KNA,Saint John Capisterre,17.3872567,-62.7992132,
2390,KNA,Saint James Windward,17.1765572,-62.5720992,
632,KNA,Christ Church Nichola Town,17.3619804,-62.7686912,
2388,KNA,Saint George Gingerland,17.1321059,-62.5600673,
2412,KNA,Saint Peter Basseterre,17.3255653,-62.7217779,
2416,KNA,Saint Thomas Lowland,17.1609274,-62.6103387,
2417,KNA,Saint Thomas Middle Island,17.3431264,-62.8107869,
941,KOR,Gangwon,,,
1038,KOR,Gwangju,,,
2613,KOR,South Gyeongsang,,,
468,KOR,Busan,,,
2616,KOR,South Jeolla,,,
1040,KOR,Gyeonggi,,,
2873,KOR,Ulsan,,,
1206,KOR,Jeju,,,
707,KOR,Daegu,,,
1159,KOR,Incheon,,,
2512,KOR,Sejong,,,
1924,KOR,North Gyeongsang,,,
1927,KOR,North Jeolla,,,
1919,KOR,North Chungcheong,,,
708,KOR,Daejeon,,,
2609,KOR,South Chungcheong,,,
2517,KOR,Seoul,,,
1084,KWT,Hawalli,29.3236609,48.1153148,
1195,KWT,Jahra,29.3655294,47.2801569,
69,KWT,Ahmadi,28.8538571,48.1652377,
1773,KWT,Mubarak Al-Kabeer,29.2325893,48.1192215,
892,KWT,Farwaniya,29.2482539,47.9136755,
88,KWT,Al Asimah,29.3796532,47.9734174,
2950,LAO,Vientiane Capital,17.9640988,102.6133707,
409,LAO,Bolikhamsai,18.5806594,104.1491594,
2427,LAO,Salavan,15.87128,106.3389565,
594,LAO,Champasak,14.8828473,105.8420794,
2123,LAO,Phongsaly,21.6767816,102.2773177,
1539,LAO,Luang Namtha,20.933004,101.0586737,
1540,LAO,Luang Prabang,19.8887438,102.135898,
2949,LAO,Vientiane,17.9640988,102.6133707,
2501,LAO,Savannakhet,16.5001958,105.7155946,
407,LAO,Bokeo,20.317445,100.3958112,
2050,LAO,Oudomxay,20.2386431,101.7536598,
3043,LAO,Xekong,15.8660419,106.9637782,
232,LAO,Attapeu,14.79073,107.1008318,
1331,LAO,Khammouane,17.5842055,105.2471325,
3041,LAO,Xaignabouli,19.2494811,101.7228286,
1115,LAO,Houaphan,20.2354748,103.6203387,
3046,LAO,Xiangkhouang,19.4180025,103.3557599,
3042,LAO,Xaisomboun,18.8631725,103.0344783,
1496,LBN,Liban-Nord,34.29,36.092,
1739,LBN,Mont-Liban,33.737305,35.5998898,
375,LBN,Beyrouth,33.8892265,35.5025585,
1325,LBN,Keserwan-Jbeil,34.1526692,35.8971253,
275,LBN,Baalbek-Hermel,34.168333,36.3134617,
38,LBN,Aakkâr,34.5555009,36.2016453,
1497,LBN,Liban-Sud,33.2775501,35.2497304,
1801,LBN,Nabatîyé,33.3812029,35.4825346,
478,LBN,Béqaa,33.6746204,35.8333757,
1746,LBR,Montserrado,6.4095537,-10.6059403,
2328,LBR,Rivercess,5.9087331,-9.3938267,
1517,LBR,Lofa,7.8824046,-9.9760297,
997,LBR,Grand Bassa,6.1640621,-9.895669,
998,LBR,Grand Cape Mount,7.0496206,-11.129843,
1001,LBR,Grand Gedeh,5.8161533,-8.0995537,
1002,LBR,Grand Kru,4.84932,-8.3308845,
413,LBR,Bomi,6.7177856,-10.7881766,
950,LBR,Gbarpolu,7.2681564,-10.3814771,
414,LBR,Bong,6.9622195,-9.7134459,
1883,LBR,Nimba,6.8088813,-8.7461448,
2325,LBR,River Gee,5.2653903,-7.8856203,
2562,LBR,Sinoe,5.3232693,-8.8435955,
1635,LBR,Margibi,6.6053676,-10.1758429,
99,LBY,Al Jufrah,28.0055724,16.7430292,
150,LBY,An Nuqat al Khams,32.7177153,11.9896415,
101,LBY,Al Kufrah,23.3323776,22.0840331,
1784,LBY,Murzuq,24.5351182,15.2592288,
92,LBY,Al Butnan,30.1782873,24.0530924,
106,LBY,Al Marqab,32.4071058,13.8621903,
2982,LBY,Wadi al Hayaa,26.4233369,12.7183638,
107,LBY,Al Qubbah,32.7630561,22.2417527,
1719,LBY,Mizdah,30.6389674,13.5866454,
98,LBY,Al Jifarah,32.5587916,13.0707024,
1714,LBY,Misratah,32.3745923,15.0905803,
95,LBY,Al Jabal al Akhdar,32.4874119,21.7089729,
105,LBY,Al Marj,31.9108728,21.1477877,
80,LBY,Ajdabiya,30.7549616,20.2233582,
967,LBY,Ghat,26.0198133,10.4339911,
2372,LBY,Sabha,27.0364864,14.4290398,
361,LBY,Benghazi,32.1200168,20.0812174,
959,LBY,Ghadamis,30.1258404,9.4900658,
251,LBY,Az Zawiyah,32.3787032,12.5214934,
217,LBY,Ash Shati',27.6023172,12.8637627,
2718,LBY,Tajura' wa an Nawahi al Arba,,,
2676,LBY,Surt,31.2059625,16.5836206,
2951,LCA,Vieux Fort,13.7729692,-60.9579939,
179,LCA,Anse la Raya,,,
2597,LCA,Soufrière,13.8522266,-61.0238291,
1696,LCA,Micoud,13.8267684,-60.9428046,
514,LCA,Canaries,13.8950698,-61.0288214,
1455,LCA,Laborie,13.7896386,-61.0048823,
549,LCA,Castries,14.0095966,-60.9902359,
736,LCA,Dennery,13.9235587,-60.9248376,
1013,LCA,Gros Islet,14.0801333,-60.9524988,
2833,LIE,Triesenberg,47.1186181,9.5433663,
2506,LIE,Schellenberg,47.2312022,9.5458021,
867,LIE,Eschen,47.2126274,9.5233202,
304,LIE,Balzers,47.0688822,9.506159,
2139,LIE,Planken,47.1858848,9.5452211,
2832,LIE,Triesen,47.106994,9.5274876,
2912,LIE,Vaduz,47.1392862,9.5227962,
939,LIE,Gamprin,47.2190937,9.5102476,
1669,LIE,Mauren,47.2196512,9.5418065,
2344,LIE,Ruggell,47.2397575,9.5262871,
2504,LIE,Schaan,47.1663397,9.510312,
2899,LKA,Uva Province,6.9609465,81.2394711,
1942,LKA,North Western Province,7.9745867,79.9720053,
2371,LKA,Sabaragamuwa Province,6.8124018,80.3354764,
1918,LKA,North Central Province,8.2826967,80.4848708,
2247,LSO,Quthing District,-30.3601252,27.9855738,
471,LSO,Butha-Buthe District,-28.8029541,28.5638395,
1489,LSO,Leribe District,-29.0182683,28.2636997,
1722,LSO,Mohale's Hoek District,-30.0696842,27.8038609,
1726,LSO,Mokhotlong District,-29.2190697,29.0351369,
1581,LSO,Mafeteng District,-29.7893049,27.4423193,
2221,LSO,Qacha's Nek District,-29.9656502,28.7380611,
1652,LSO,Maseru District,-29.5816942,27.8243208,
370,LSO,Berea District,-29.1963971,27.9175581,
2773,LSO,Thaba-Tseka District,-29.5699207,28.5938214,
1370,LTU,Klaipeda County,55.7827168,21.3496449,
1303,LTU,Kaunas County,55.0162091,24.0862263,
2070,LTU,Panevezys County,55.9155086,25.0309026,
2891,LTU,Utena County,55.4871833,25.6386221,
2956,LTU,Vilnius County,54.8227227,25.2496682,
1637,LTU,Marijampole County,54.6792304,23.2004406,
2763,LTU,Telsiai County,56.0130975,22.1366723,
139,LTU,Alytus County,54.2301887,24.0787835,
2753,LTU,Taurage County,55.3564378,22.405222,
2543,LTU,Siauliai County,55.9398236,23.3937822,
530,LUX,Canton Remich,49.5439503,6.299606,
531,LUX,Canton Vianden,49.9290754,6.1603158,
532,LUX,Canton Wiltz,49.9423489,5.9051204,
529,LUX,Canton Redange,49.7953155,5.9029142,
528,LUX,Canton Mersch,49.757898,6.1338562,
527,LUX,Canton Luxembourg,49.6112768,6.129799,
526,LUX,Canton Grevenmacher,49.6728929,6.3580797,
525,LUX,Canton Esch-sur-Alzette,49.5188546,5.9992745,
523,LUX,Canton Diekirch,49.8703131,6.1436529,
522,LUX,Canton Clervaux,50.0575203,5.9853406,
521,LUX,Canton Capellen,49.635004,5.973325,
524,LUX,Canton Echternach,49.7951722,6.3806057,
2939,LVA,Ventspils,57.3903918,21.5635991,
2251,LVA,R?zeknes novads,,,
1545,LVA,Ludzas novads,56.5082812,27.8150782,
1190,LVA,J?kabpils novads,,,
2250,LVA,R?zeknes,,,
2248,LVA,R?ga,34.0784246,-83.8807662,
2846,LVA,Tukuma novads,57.0025177,23.0079086,
1031,LVA,Gulbenes novads,57.1764627,26.6112003,
2178,LVA,Prei?u novads,,,
2341,LVA,Ropa?u novads,,,
2549,LVA,Siguldas novads,57.1663717,24.828402,
1562,LVA,M?rupes novads,56.7592415,24.646666,
723,LVA,Daugavpils,55.8712267,26.5159337,
2924,LVA,Valmieras novads,57.7345555,25.3949627,
2426,LVA,Salaspils novads,56.8731432,24.3675303,
1395,LVA,Kr?slavas novads,,,
79,LVA,Aizkraukles novads,56.4875187,25.2618327,
1208,LVA,Jelgavas novads,56.6080966,23.8671727,
1207,LVA,Jelgavas,56.6080966,23.8671727,
758,LVA,Dienvidkurzemes novads,56.5224575,21.4595894,
2428,LVA,Saldus novads,56.6397674,22.4845309,
2576,LVA,Smiltenes novads,57.3851349,26.041964,
1576,LVA,Madonas novads,56.8432151,26.2272913,
18,LVA,?ekavas novads,,,
302,LVA,Balvu novads,57.0754088,27.3601526,
2928,LVA,Varak??nu novads,,,
1407,LVA,Kuld?gas novads,,,
1499,LVA,Liep?jas,,,
1191,LVA,J?rmalas,,,
339,LVA,Bauskas novads,56.4832862,24.4314822,
2940,LVA,Ventspils novads,57.2978425,21.865399,
484,LVA,C?su novads,,,
2002,LVA,Ogres novads,56.769082,24.9763264,
2724,LVA,Talsu novads,57.38144,22.6528733,
1437,LVA,L?v?nu novads,,,
14,LVA,?da?u novads,,,
2011,LVA,Olaines novads,56.7722066,23.9004057,
239,LVA,Aug?daugavas novads,,,
1506,LVA,Limba?u novads,,,
783,LVA,Dobeles novads,56.561572,23.1046096,
2919,LVA,Valkas novads,57.7114147,26.0164946,
121,LVA,Al?ksnes novads,,,
2496,LVA,Saulkrastu novads,57.2291498,24.5274024,
898,MAR,Fez-Meknes,33.8333136,-4.8556382,
477,MAR,Béni Mellal-Khénifra,32.6407498,-6.207105,
2029,MAR,Oriental,33.3202138,-2.4238471,
1482,MAR,Laâyoune-Sakia El Hamra,,,
1026,MAR,Guelmim-Oued Noun,28.5273703,-10.0315515,
797,MAR,Drâa-Tafilalet,31.1835432,-5.1395435,
2256,MAR,Rabat-Salé-Kenitra,33.9204332,-6.3676093,
1642,MAR,Marrakech-Safi,31.6048574,-8.3654032,
543,MAR,Casablanca-Settat,33.2627128,-7.9639028,
2734,MAR,Tangier-Tetouan-Al Hoceima,35.202941,-5.5510167,
2599,MAR,Souss-Massa,30.187722,-8.6322498,
1729,MCO,Monaco,43.7323492,7.4276832,
2596,MDA,Soroca,,,
301,MDA,Balti,,,
2762,MDA,Telenesti,,,
2252,MDA,RIscani,,,
359,MDA,Bender,,,
504,MDA,Cahul,,,
508,MDA,Calarasi,,,
906,MDA,Floresti,,,
1140,MDA,Ialoveni,,,
789,MDA,Donduseni,,,
519,MDA,Cantemir,,,
1102,MDA,Hincesti,,,
886,MDA,Falesti,,,
2310,MDA,Rezina,,,
326,MDA,Basarabeasca,,,
934,MDA,Gagauzia,,,
688,MDA,Criuleni,,,
644,MDA,Cimislia,,,
2878,MDA,Ungheni,,,
800,MDA,Dubasari,,,
981,MDA,Glodeni,,,
621,MDA,Chisinau,,,
1993,MDA,Ocnita,,,
2363,MDA,SIngerei,,,
554,MDA,Causeni,,,
2738,MDA,Taraclia,,,
441,MDA,Briceni,,,
834,MDA,Edinet,,,
1890,MDA,Nisporeni,,,
2654,MDA,Stefan Voda,,,
2657,MDA,Straseni,,,
164,MDA,Anenii Noi,,,
796,MDA,Drochia,,,
2586,MDA,Soldanesti,,,
